product_id,product_name,original_price,sale_price,stated_discount_pct,calculated_discount_pct,product_rating,product_rating_count
"B097C564GC","rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",4999,294,94,94.1,4.3,4426
"B0BF4YBLPX","Fire-Boltt Ninja Call Pro Plus 1.83\" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",19999,1799,91,91,4.2,13937
"B0BF54972T","Fire-Boltt Ninja Call Pro Plus 1.83\" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",19999,1799,91,91,4.2,13937
"B0BF57RN3K","Fire-Boltt Ninja Call Pro Plus 1.83\" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",19999,1799,91,91,4.2,13937
"B0BF563HB4","Fire-Boltt Ninja Call Pro Plus 1.83\" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",19999,1799,91,91,4.2,13937
"B0BF54LXW6","Fire-Boltt Ninja Call Pro Plus 1.83\" Smart Watch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240*280 Pixel High Resolution",19999,1799,91,91,4.2,13937
"B08W56G1K9","LAPSTER Spiral Charger Spiral Charger Cable Protectors for Wires Data Cable Saver Charging Cord Protective Cable Cover Set of 3 (12 Pieces)",999,99,90,90.1,4.1,8751
"B085HY1DGR","Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units))",999,99,90,90.1,4,1396
"B09SJ1FTYV","Sounce Protective Case Cover Compatible Boat Xtend Overall Protective Case TPU HD Clear Ultra-Thin Cover with Unbreakable Screen Guard",1899,199,90,89.5,4,4740
"B0994GFWBH","Lapster 1.5 mtr USB 2.0 Type A Male to USB A Male Cable for computer and laptop",999,139,86,86.1,4,1313
